,latitude,longitude,college,food_court,hospital,parking,restaurant,university,distance,charging_station,cs_idx,amenity_idx
200,51.512195,-0.175331,0.0,0.0,0.0,0.0,1.0,0.0,66.66772350028712,1.0,142.0,4391.0
201,51.363738,-0.2991729999999999,0.0,0.0,0.0,1.0,0.0,0.0,92.78044720019092,1.0,146.0,1208.0
202,51.529518,-0.1225349999999999,0.0,0.0,0.0,0.0,1.0,0.0,89.498464409771,1.0,147.0,934.0
203,51.529518,-0.1225349999999999,0.0,0.0,0.0,0.0,1.0,0.0,94.1797922139449,1.0,147.0,935.0
204,51.529518,-0.1225349999999999,0.0,0.0,0.0,1.0,0.0,0.0,26.089508851471567,1.0,147.0,5777.0
205,51.529518,-0.1225349999999999,0.0,0.0,0.0,0.0,1.0,0.0,94.10949031066401,1.0,147.0,5781.0
206,51.319156,-0.14025,0.0,0.0,0.0,0.0,1.0,0.0,79.10894524230406,1.0,153.0,3666.0
207,51.319156,-0.14025,0.0,0.0,0.0,0.0,1.0,0.0,86.52178381548772,1.0,153.0,3667.0
208,51.5037607146033,-0.082118511199951,0.0,0.0,0.0,0.0,1.0,0.0,64.84780380014217,1.0,154.0,1670.0
209,51.5037607146033,-0.082118511199951,0.0,0.0,0.0,0.0,1.0,0.0,82.28706541778494,1.0,154.0,3175.0
210,51.5037607146033,-0.082118511199951,0.0,0.0,0.0,0.0,1.0,0.0,81.09838523188289,1.0,154.0,3189.0
211,51.5037607146033,-0.082118511199951,0.0,0.0,0.0,0.0,1.0,0.0,48.5402815412434,1.0,154.0,5893.0
212,51.573458,-0.295412,0.0,0.0,0.0,0.0,1.0,0.0,77.6618082048022,1.0,158.0,1924.0
213,51.59001,-0.1423029999999999,0.0,0.0,0.0,0.0,1.0,0.0,96.09858982021645,1.0,161.0,3288.0
214,51.59001,-0.1423029999999999,0.0,0.0,0.0,0.0,1.0,0.0,99.28654775231831,1.0,161.0,3289.0
215,51.503518,-0.106169,0.0,0.0,0.0,0.0,1.0,0.0,73.2379204509913,1.0,162.0,553.0
216,51.503518,-0.106169,0.0,0.0,0.0,0.0,1.0,0.0,82.47411557550136,1.0,162.0,937.0
217,51.503518,-0.106169,0.0,0.0,0.0,0.0,1.0,0.0,98.60935965235018,1.0,162.0,5902.0
218,51.481529,-0.441432,0.0,0.0,0.0,0.0,1.0,0.0,50.4201805180633,1.0,165.0,4301.0
219,51.4925145800465,-0.19522289403551,0.0,0.0,0.0,0.0,1.0,0.0,91.7282920596243,1.0,167.0,1983.0
220,51.4925145800465,-0.19522289403551,0.0,0.0,0.0,0.0,1.0,0.0,97.26686328937518,1.0,167.0,2596.0
221,51.4925145800465,-0.19522289403551,0.0,0.0,0.0,0.0,1.0,0.0,86.50450387528142,1.0,167.0,4475.0
222,51.4925145800465,-0.19522289403551,0.0,0.0,0.0,0.0,1.0,0.0,77.85549490422652,1.0,167.0,4476.0
223,51.4925145800465,-0.19522289403551,0.0,0.0,0.0,0.0,1.0,0.0,96.2805719878349,1.0,167.0,4769.0
224,51.5014098,-0.117240600000059,0.0,0.0,0.0,0.0,1.0,0.0,68.2018729525119,1.0,169.0,733.0
225,51.5014098,-0.117240600000059,0.0,0.0,0.0,0.0,1.0,0.0,49.09332771562691,1.0,169.0,791.0
